time;period
1.514;1.2993757076505617
2.788;1.267326784941441
4.062;1.3062544269050347
5.336;1.3498114928204012
6.609;1.2617423312638332
7.882;1.2614331521525408
9.155;1.3517806407753696
10.427;1.3108617364576454
11.7;1.2486962807032524
12.971;1.2990080021792982
14.243;1.2484191153593769
15.514;1.2480335123214872
16.785;1.283128113578302
18.056;1.17509598776711
19.327;1.1842241083743483
20.597;1.2420856235379514
21.867;1.2192884439832787
23.136;1.2853823666297637
24.406;1.2240287962239396
25.675;1.1985548149332352
26.944;1.3422024384460778
28.213;1.2573911849756731
29.481;1.2717964102343964
30.749;1.196962590689327
32.017;1.240750863773741
33.285;1.2732761294854933
34.552;1.209950321128885
35.82;1.2860649009172835
37.087;1.2370080655040596
38.354;1.2522253125103362
39.62;1.2365046693885302
40.887;1.359013909225447
42.153;1.2655051387631033
43.419;1.213094453552205
44.684;1.3068872456051595
45.95;1.2045378175014487
47.215;1.2758031797502378
48.481;1.1671664938060111
49.746;1.1985306975550785
51.01;1.274573061793456
52.275;1.3014933289997705
53.539;1.2729484140594987
54.803;1.258417585880588
56.067;1.2489748152205356
57.331;1.1899239004816287
58.595;1.2276677895802646
59.858;1.2404580614520107
61.122;1.3161761113109458
62.385;1.280330914478423
63.648;1.174847992231863
64.911;1.27902419846974
66.173;1.2433958859791843
67.436;1.2286338999847022
68.698;1.2929238144420434
69.96;1.3137199761247975
71.222;1.3085840059558098
72.484;1.2198991238388681
73.746;1.2462593812074392
75.008;1.2781131715701781
76.269;1.3101872563561179
77.53;1.2373112881077355
78.791;1.251837051166809
80.052;1.2056532512996985
81.313;1.2010196687959664
82.574;1.3013262911197099
83.834;1.328362001428541
85.095;1.2568194939209834
86.355;1.3104666448946012
87.615;1.278231801252382
88.875;1.2277640122697437
90.135;1.2779597802754206
91.395;1.3366618283232985
92.655;1.2578386980445024
93.914;1.3377421827907001
95.173;1.1284127447955128
96.433;1.3003851252187613
97.692;1.2635123534119086
98.951;1.2440896324767066
100.21;1.2635180388267753
101.469;1.1594215542699553
102.727;1.2476864056081243
103.986;1.2764256285755873
105.244;1.3323447022370758
106.503;1.2324164890863176
107.761;1.2177953198553406
109.019;1.233032147820773
110.277;1.3037801058851037
111.535;1.2743675554829843
112.793;1.231321989811648
114.05;1.2833633716556678
115.308;1.262473877467402
116.566;1.3059422495266444
117.823;1.2222973453061325
119.08;1.2409068926701117
120.338;1.237604592343392
121.595;1.1839542525933942
122.852;1.2718160138532288
124.109;1.2699927636089945
125.365;1.257085672832123
126.622;1.2450106433312427
127.879;1.1858914628974795
129.135;1.235537733861732
130.392;1.2393542741736616
131.648;1.216296136538919
132.905;1.2482557144166997
134.161;1.2764325428407268
135.417;1.3504692950605264
136.673;1.264768890641592
137.929;1.268837519536138
139.185;1.2521477042116917
140.441;1.1598514392350479
141.696;1.2543743062275392
142.952;1.2586415104970514
144.208;1.3787121056242642
145.463;1.2458619517609437
146.718;1.2704873671166805
147.974;1.2535844115147379
149.229;1.1968160981190235
150.484;1.312331140725751
151.739;1.2927166516343387
152.994;1.2946015973521523
154.249;1.209500627260263
155.504;1.3250397155468048
156.759;1.1847274468603861
158.014;1.2841128546900134
159.269;1.364212781290499
160.523;1.2051131837434657
161.778;1.2262151135198613
163.032;1.259462568254382
164.287;1.22926621729419
165.541;1.1768168284466936
166.795;1.2577181487403013
168.049;1.2011148143136947
169.304;1.2778396215317591
170.558;1.2081287882883098
171.812;1.331566720250877
173.066;1.2148173353831881
174.32;1.2378269241897162
175.574;1.2945158608684835
176.827;1.1922767841783022
178.081;1.2650929967302065
179.335;1.3190371377141212
180.588;1.1732458382719386
181.842;1.2627816929266151
183.095;1.266474139712421
184.349;1.2925311435888656
185.602;1.191522464456096
186.856;1.187297169345786
188.109;1.279357078280845
189.362;1.2680292336616592
190.615;1.2656946425172937
191.868;1.2704024104748488
193.121;1.2190187639210754
194.374;1.2645926848580502
195.627;1.2675636236649341
196.88;1.2171624290986816
198.133;1.3460987255572379
199.386;1.2764616460455893
200.638;1.1931548251398676
201.891;1.2854876804316917
203.144;1.203875916488634
204.396;1.2918842301871225
205.649;1.3104397789503701
206.901;1.2114158840824145
208.154;1.300558806462216
209.406;1.2729390463468249
210.658;1.2934130079997246
211.91;1.3470896491326974
213.163;1.2399305941998564
214.415;1.2144831917821255
215.667;1.207634278518724
216.919;1.2112594857517283
218.171;1.2481649145292948
219.423;1.2690575987408321
220.675;1.265764539966501
221.927;1.2932391624518014
223.179;1.2524900945938955
224.43;1.324476703857866
225.682;1.2385071583381022
226.934;1.387718458329481
228.185;1.2829433673882502
229.437;1.2087421221791859
230.689;1.1980353750969444
231.94;1.2756236207621594
233.192;1.2402868607337074
234.443;1.2871300247046047
235.694;1.2750318812286774
236.946;1.2476885543671563
238.197;1.2089503140965798
239.448;1.1755376387657068
240.699;1.2288442523966487
241.951;1.2939899397161736
243.202;1.2618146872065101
244.453;1.1887930610644006
245.704;1.259699046292559
246.955;1.2702858689864418
248.206;1.2067771281899433
249.457;1.2586462552972764
250.708;1.2537604359223
251.959;1.1936914851084688
253.209;1.268689368017414
254.46;1.2787992263184118
255.711;1.304862562158764
256.961;1.3033801026017453
258.212;1.1817665316021455
259.463;1.203758748004244
260.713;1.276251763360433
261.964;1.2762392975456105
263.214;1.2762823843153024
264.465;1.443096574532736
265.715;1.2789745255346583
266.966;1.3071682820090298
268.216;1.29806008817466
269.466;1.28290956256529
270.717;1.2345065377679827
271.967;1.2882084610246634
273.217;1.2115687392731214
274.467;1.2383690696629996
275.717;1.2258618226085447
276.968;1.254183706969316
278.218;1.3658729283336755
279.468;1.1565867403704124
280.717;1.2841630095187255
281.967;1.1693242064405174
283.217;1.2263334067105283
284.467;1.3043775298483684
285.717;1.2531040009547731
286.967;1.1959127611035347
288.217;1.2140348145370017
289.467;1.2837598874467337
290.716;1.2132116684141432
291.966;1.2605429294790986
293.216;1.2519385919951906
294.465;1.2170499826197092
295.715;1.3567772044662663
296.964;1.2812659511159006
298.214;1.1482528706671196
299.463;1.2588227157384715
300.713;1.2163806767615806
301.962;1.2920216667398112
303.212;1.209763963078365
304.461;1.243603177926655
305.71;1.2746293639490227
306.96;1.2925677597085061
308.209;1.1892651796472111
309.458;1.2325049382079527
310.707;1.2254527344419524
311.957;1.2165335383713145
313.206;1.337372712014055
314.455;1.2693890855480476
315.704;1.1860058022832478
316.953;1.2949330973527386
318.202;1.3551378098506317
319.451;1.3005632630275572
320.7;1.1729515017022993
321.949;1.2247182963566876
323.198;1.3122255574593311
324.447;1.213506526719061
325.695;1.2710009714073114
326.944;1.2875417026714668
328.193;1.2024234764210957
329.442;1.24572373219691
330.69;1.0866766329965463
331.939;1.1974406179332857
333.188;1.2360415924303418
334.436;1.1862608409017577
335.685;1.3302205651965817
336.934;1.1770529311019682
338.182;1.2265277756651507
339.431;1.2550470288643045
340.679;1.3205236644533056
341.927;1.176636892441028
343.176;1.306598187607748
344.424;1.2488716530509794
345.673;1.1992945674476023
346.921;1.2713851737131636
348.169;1.2582829847786734
349.417;1.21824915614206
350.666;1.251730104249501
351.914;1.228924320156912
353.162;1.2538258672625624
354.41;1.2812465337260524
355.658;1.3274308408072675
356.906;1.1861892250586576
358.154;1.3547216687328134
359.403;1.150445610023875
360.651;1.2404307452482208
361.898;1.2773658603242286
363.146;1.2620095933867517
364.394;1.2167750240089703
365.642;1.2375038874821362
366.89;1.2232399532670584
368.138;1.2183317621527894
369.386;1.2903401048510512
370.634;1.2656407742982523
371.881;1.2130745202369673
373.129;1.2926799937716626
374.377;1.2630849760438303
375.624;1.2883131059419481
376.872;1.2791314420961806
378.12;1.2061802494538965
379.367;1.2195809479901516
380.615;1.284954680256163
381.862;1.2779985132716731
383.11;1.2464649203017926
384.357;1.253376369165439
385.605;1.3113132447894214
386.852;1.2178214305582085
388.1;1.274754869058502
389.347;1.2372603673783054
390.594;1.2364559398386388
